Transaction_ID,Customer_ID,Item_ID,Location_ID,Payment_Method_ID,Shipping_Type_ID,Purchase_Amount_USD,Review_Rating,Discount_Applied,Promo_Code_Used,Subscription_Status,Previous_Purchases,Frequency_of_Purchases,Season
1870,2406,1059,19,6,4,97,5.0,No,No,No,5,Quarterly,Fall
1871,2089,1232,19,6,4,89,4.0,No,No,No,49,Annually,Spring
1872,699,410,45,6,4,41,3.8,Yes,Yes,Yes,40,Weekly,Winter
1873,1178,509,45,6,4,21,4.8,Yes,Yes,No,24,Monthly,Spring
1874,3681,570,45,6,4,36,2.9,No,No,No,30,Quarterly,Winter
1875,3466,796,45,6,4,53,3.4,No,No,No,31,Weekly,Spring
1876,20,20,4,6,4,90,3.3,Yes,Yes,Yes,46,Bi-Weekly,Summer
1877,361,73,4,6,4,30,3.0,Yes,Yes,Yes,18,Fortnightly,Summer
1878,1038,821,4,6,4,25,3.4,Yes,Yes,Yes,48,Quarterly,Spring
1879,1502,1059,30,6,4,55,2.7,Yes,Yes,No,13,Every 3 Months,Spring
1880,116,113,6,6,4,94,3.8,Yes,Yes,Yes,48,Every 3 Months,Spring
1881,248,237,7,6,4,66,4.4,Yes,Yes,Yes,14,Weekly,Spring
1882,2354,279,7,6,4,71,4.1,No,No,No,25,Every 3 Months,Fall
1883,2317,323,7,6,4,39,3.8,No,No,No,7,Annually,Winter
1884,3400,662,7,6,4,55,3.3,No,No,No,36,Annually,Winter
1885,1418,724,7,6,4,25,4.6,Yes,Yes,No,21,Fortnightly,Spring
1886,60,60,8,6,4,79,4.6,Yes,Yes,Yes,4,Weekly,Spring
1887,260,248,8,6,4,57,2.9,Yes,Yes,Yes,13,Annually,Fall
1888,3605,302,8,6,4,86,3.3,No,No,No,17,Annually,Fall
1889,1785,1198,8,6,4,31,4.8,No,No,No,4,Quarterly,Summer
1890,2237,1383,8,6,4,88,2.7,No,No,No,18,Fortnightly,Winter
1891,3571,1758,8,6,4,97,4.7,No,No,No,32,Annually,Winter
1892,154,146,18,6,4,55,3.2,Yes,Yes,Yes,22,Annually,Winter
1893,1060,833,18,6,4,34,2.5,Yes,Yes,No,25,Monthly,Winter
1894,589,172,46,6,4,60,3.0,Yes,Yes,Yes,9,Quarterly,Fall
1895,1862,1231,46,6,4,60,3.6,No,No,No,19,Monthly,Fall
1896,907,736,37,6,4,56,4.2,Yes,Yes,Yes,21,Bi-Weekly,Spring
1897,763,644,36,6,4,46,3.9,Yes,Yes,Yes,43,Fortnightly,Fall
1898,1000,793,36,6,4,28,2.9,Yes,Yes,Yes,23,Monthly,Spring
1899,2347,1000,36,6,4,67,3.1,No,No,No,46,Fortnightly,Winter
1900,858,28,10,6,4,60,3.0,Yes,Yes,Yes,50,Every 3 Months,Fall
1901,146,138,10,6,4,95,4.5,Yes,Yes,Yes,44,Quarterly,Fall
1902,157,149,10,6,4,26,4.0,Yes,Yes,Yes,40,Annually,Fall
1903,2404,451,10,6,4,22,4.4,No,No,No,40,Weekly,Fall
1904,563,497,10,6,4,62,3.5,Yes,Yes,Yes,40,Annually,Summer
1905,3173,818,10,6,4,52,3.7,No,No,No,30,Bi-Weekly,Fall
1906,1996,1033,10,6,4,80,3.0,No,No,No,29,Quarterly,Spring
1907,3210,640,11,6,4,31,4.3,No,No,No,39,Annually,Fall
1908,1545,902,11,6,4,24,3.9,Yes,Yes,No,17,Bi-Weekly,Spring
1909,1317,972,11,6,4,32,4.6,Yes,Yes,No,14,Bi-Weekly,Spring
1910,1391,1003,11,6,4,38,4.3,Yes,Yes,No,42,Weekly,Summer
1911,2810,1583,11,6,4,98,3.0,No,No,No,27,Quarterly,Summer
1912,3821,864,14,6,4,65,5.0,No,No,No,34,Quarterly,Winter
1913,493,438,50,6,4,62,3.9,Yes,Yes,Yes,11,Weekly,Fall
1914,1619,471,50,6,4,72,5.0,Yes,Yes,No,39,Quarterly,Summer
1915,1758,702,50,6,4,94,3.6,No,No,No,48,Annually,Fall
1916,963,772,50,6,4,64,4.4,Yes,Yes,Yes,26,Fortnightly,Spring
1917,1240,470,33,6,4,37,4.8,Yes,Yes,No,32,Every 3 Months,Spring
1918,2369,712,33,6,4,38,3.3,No,No,No,6,Every 3 Months,Summer
1919,2422,93,47,6,4,46,4.6,No,No,No,2,Every 3 Months,Spring
1920,187,179,47,6,4,56,2.9,Yes,Yes,Yes,31,Annually,Summer
1921,2920,331,47,6,4,67,3.8,No,No,No,31,Monthly,Winter
1922,1294,224,21,6,4,74,4.1,Yes,Yes,No,30,Annually,Fall
1923,3446,1045,21,6,4,58,4.9,No,No,No,3,Annually,Fall
1924,2239,1384,21,6,4,84,3.8,No,No,No,18,Weekly,Winter
1925,65,64,16,6,4,83,4.8,Yes,Yes,Yes,18,Fortnightly,Fall
1926,1140,877,16,6,4,53,3.9,Yes,Yes,No,42,Bi-Weekly,Spring
1927,1169,126,17,6,4,91,3.6,Yes,Yes,No,37,Fortnightly,Summer
1928,2949,382,35,6,4,83,3.1,No,No,No,38,Bi-Weekly,Winter
1929,481,428,35,6,4,88,4.8,Yes,Yes,Yes,30,Bi-Weekly,Summer
1930,3729,434,35,6,4,31,3.0,No,No,No,1,Annually,Winter
1931,630,544,35,6,4,90,4.7,Yes,Yes,Yes,11,Annually,Spring
1932,2115,1343,35,6,4,51,2.9,No,No,No,12,Annually,Winter
1933,3804,1576,40,6,4,55,3.6,No,No,No,14,Weekly,Spring
1934,282,269,20,6,4,61,2.5,Yes,Yes,Yes,22,Bi-Weekly,Spring
1935,750,335,20,6,4,71,3.7,Yes,Yes,Yes,11,Quarterly,Winter
1936,376,339,20,6,4,32,4.4,Yes,Yes,Yes,6,Quarterly,Summer
1937,2276,1274,20,6,4,24,4.4,No,No,No,10,Weekly,Winter
1938,726,616,22,6,4,61,3.1,Yes,Yes,Yes,33,Fortnightly,Winter
1939,1652,1134,22,6,4,80,3.9,Yes,Yes,No,42,Monthly,Winter
1940,2343,1423,31,6,4,89,4.9,No,No,No,16,Fortnightly,Fall
1941,3644,1774,31,6,4,96,3.2,No,No,No,47,Annually,Fall
1942,2875,1527,25,6,4,29,3.1,No,No,No,2,Annually,Summer
1943,321,254,24,6,4,72,4.9,Yes,Yes,Yes,28,Quarterly,Summer
1944,3056,510,24,6,4,22,5.0,No,No,No,5,Bi-Weekly,Fall
1945,3630,1770,24,6,4,43,4.5,No,No,No,44,Fortnightly,Summer
1946,3327,559,26,6,4,95,4.3,No,No,No,10,Annually,Summer
1947,1267,948,26,6,4,31,4.0,Yes,Yes,No,14,Every 3 Months,Fall
1948,2713,1000,26,6,4,95,4.6,No,No,No,7,Quarterly,Fall
1949,2843,227,29,6,4,100,4.3,No,No,No,48,Quarterly,Fall
1950,2484,1472,29,6,4,96,2.9,No,No,No,8,Monthly,Fall
1951,2811,1584,29,6,4,31,4.0,No,No,No,10,Fortnightly,Summer
1952,3549,51,41,6,4,37,3.0,No,No,No,47,Fortnightly,Fall
1953,2824,72,41,6,4,63,4.5,No,No,No,47,Bi-Weekly,Summer
1954,1669,711,41,6,4,33,4.0,Yes,Yes,No,28,Fortnightly,Summer
1955,2517,1484,41,6,4,73,4.6,No,No,No,36,Quarterly,Spring
1956,933,749,28,6,4,24,3.2,Yes,Yes,Yes,45,Bi-Weekly,Winter
1957,3891,566,44,6,4,81,2.6,No,No,No,33,Annually,Winter
1958,1015,803,32,6,4,97,3.0,Yes,Yes,Yes,36,Fortnightly,Summer
1959,2621,1307,32,6,4,23,3.0,No,No,No,28,Annually,Winter
1960,3469,1730,32,6,4,89,3.5,No,No,No,36,Quarterly,Winter
1961,164,156,42,6,4,67,3.4,Yes,Yes,Yes,8,Weekly,Summer
1962,3119,313,42,6,4,97,4.7,No,No,No,31,Quarterly,Summer
1963,345,316,42,6,4,71,4.0,Yes,Yes,Yes,46,Monthly,Winter
1964,2996,629,42,6,4,96,2.5,No,No,No,42,Bi-Weekly,Summer
1965,2550,961,42,6,4,60,2.7,No,No,No,11,Every 3 Months,Fall
1966,2014,1006,42,6,4,70,4.9,No,No,No,25,Quarterly,Winter
1967,3588,1762,42,6,4,90,4.4,No,No,No,33,Annually,Summer
1968,373,116,39,6,4,85,3.7,Yes,Yes,Yes,7,Weekly,Summer
1969,564,498,38,6,4,99,4.4,Yes,Yes,Yes,16,Quarterly,Fall
1970,1919,1257,38,6,4,33,4.6,No,No,No,33,Monthly,Summer
1971,2215,1376,38,6,4,100,4.1,No,No,No,20,Weekly,Fall
1972,1596,1109,49,6,4,35,3.5,Yes,Yes,No,45,Fortnightly,Spring
1973,2375,455,48,6,4,73,4.7,No,No,No,31,Monthly,Winter
1974,1439,465,48,6,4,38,2.9,Yes,Yes,No,24,Monthly,Spring
1975,1002,795,48,6,4,60,3.6,Yes,Yes,Yes,4,Fortnightly,Fall
1976,695,593,1,1,5,21,3.5,Yes,Yes,Yes,38,Every 3 Months,Fall
1977,3285,932,1,1,5,79,4.5,No,No,No,20,Annually,Spring
1978,3185,1186,12,1,5,53,4.2,No,No,No,30,Quarterly,Spring
1979,2494,216,2,1,5,23,4.8,No,No,No,6,Every 3 Months,Fall
1980,2742,702,2,1,5,81,4.9,No,No,No,41,Monthly,Fall
1981,2397,303,5,1,5,82,3.7,No,No,No,20,Weekly,Spring
1982,1462,539,5,1,5,95,5.0,Yes,Yes,No,42,Quarterly,Summer
1983,1798,1206,5,1,5,35,3.9,No,No,No,26,Weekly,Spring
1984,2361,68,15,1,5,80,4.7,No,No,No,27,Every 3 Months,Fall
1985,385,307,19,1,5,33,4.5,Yes,Yes,Yes,6,Annually,Fall
1986,1893,486,19,1,5,30,4.6,No,No,No,12,Weekly,Fall
1987,655,562,19,1,5,59,4.4,Yes,Yes,Yes,23,Annually,Summer
1988,3699,1786,19,1,5,54,4.0,No,No,No,4,Annually,Spring
1989,2905,1379,45,1,5,41,4.0,No,No,No,43,Monthly,Spring
1990,621,108,4,1,5,89,3.7,Yes,Yes,Yes,10,Every 3 Months,Fall
1991,3326,4,30,1,5,97,3.7,No,No,No,16,Monthly,Fall
1992,3750,925,30,1,5,95,2.9,No,No,No,38,Every 3 Months,Winter
1993,1472,951,30,1,5,71,2.8,Yes,Yes,No,48,Every 3 Months,Spring
1994,1865,1233,6,1,5,72,3.2,No,No,No,21,Quarterly,Fall
1995,3290,526,7,1,5,50,4.0,No,No,No,16,Every 3 Months,Summer
1996,3640,55,27,1,5,44,3.6,No,No,No,39,Annually,Summer
1997,1202,913,27,1,5,61,3.1,Yes,Yes,No,46,Fortnightly,Summer
1998,3708,1282,27,1,5,79,3.4,No,No,No,19,Weekly,Fall
1999,3672,1779,27,1,5,66,4.8,No,No,No,20,Quarterly,Summer
2000,268,255,34,1,5,54,3.9,Yes,Yes,Yes,42,Annually,Spring
2001,1787,583,34,1,5,34,4.6,No,No,No,22,Monthly,Spring
2002,2099,329,8,1,5,28,3.3,No,No,No,20,Quarterly,Summer
2003,1300,965,8,1,5,23,3.6,Yes,Yes,No,42,Bi-Weekly,Fall
2004,289,275,18,1,5,62,3.7,Yes,Yes,Yes,34,Bi-Weekly,Winter
2005,3620,664,18,1,5,75,4.9,No,No,No,50,Weekly,Winter
2006,2683,1034,18,1,5,65,3.9,No,No,No,5,Every 3 Months,Winter
2007,511,454,9,1,5,87,3.9,Yes,Yes,Yes,22,Annually,Fall
2008,1536,1076,9,1,5,74,4.0,Yes,Yes,No,8,Monthly,Fall
2009,2764,1176,9,1,5,52,2.9,No,No,No,35,Quarterly,Fall
2010,1281,891,43,1,5,78,4.4,Yes,Yes,No,39,Every 3 Months,Winter
2011,1706,614,46,1,5,29,3.4,No,No,No,49,Bi-Weekly,Summer
2012,3795,848,46,1,5,82,3.6,No,No,No,27,Weekly,Summer
2013,1093,849,46,1,5,50,4.1,Yes,Yes,No,20,Quarterly,Spring
2014,3300,901,46,1,5,32,4.0,No,No,No,18,Monthly,Spring
2015,3694,1144,46,1,5,46,4.7,No,No,No,10,Weekly,Summer
2016,3591,1369,46,1,5,87,2.9,No,No,No,19,Every 3 Months,Fall
2017,2583,1510,46,1,5,98,3.6,No,No,No,4,Every 3 Months,Fall
2018,601,525,37,1,5,63,5.0,Yes,Yes,Yes,25,Monthly,Spring
2019,1014,802,37,1,5,69,3.8,Yes,Yes,Yes,31,Bi-Weekly,Summer
2020,1766,302,36,1,5,88,4.1,No,No,No,41,Quarterly,Spring
2021,1459,732,10,1,5,28,2.9,Yes,Yes,No,34,Weekly,Spring
2022,1987,227,11,1,5,48,3.4,No,No,No,14,Quarterly,Summer
2023,1094,212,13,1,5,48,4.2,Yes,Yes,No,46,Every 3 Months,Winter
2024,288,274,13,1,5,37,3.4,Yes,Yes,Yes,18,Fortnightly,Spring
2025,1868,1235,13,1,5,52,3.4,No,No,No,20,Quarterly,Fall
2026,2174,1362,13,1,5,97,5.0,No,No,No,36,Quarterly,Summer
2027,3749,1477,13,1,5,25,3.9,No,No,No,3,Annually,Fall
2028,1160,204,14,1,5,55,3.6,Yes,Yes,No,46,Every 3 Months,Fall
2029,3055,784,14,1,5,70,4.9,No,No,No,34,Monthly,Summer
2030,2606,431,23,1,5,93,3.7,No,No,No,32,Fortnightly,Spring
2031,1413,533,50,1,5,100,2.6,Yes,Yes,No,43,Annually,Summer
2032,66,65,33,1,5,36,4.8,Yes,Yes,Yes,44,Every 3 Months,Spring
2033,1993,1287,33,1,5,98,4.9,No,No,No,28,Monthly,Winter
2034,3593,1548,33,1,5,82,4.4,No,No,No,18,Fortnightly,Spring
2035,2744,1564,33,1,5,94,4.1,No,No,No,17,Quarterly,Fall
2036,3251,305,47,1,5,90,2.9,No,No,No,15,Weekly,Spring
2037,1380,445,47,1,5,64,2.8,Yes,Yes,No,38,Bi-Weekly,Fall
2038,739,627,47,1,5,31,3.5,Yes,Yes,Yes,27,Quarterly,Winter
2039,39,39,21,1,5,37,3.7,Yes,Yes,Yes,44,Every 3 Months,Winter
2040,1193,907,21,1,5,56,4.0,Yes,Yes,No,42,Quarterly,Summer
2041,3346,1699,21,1,5,91,4.0,No,No,No,3,Bi-Weekly,Summer
2042,2328,271,16,1,5,94,4.2,No,No,No,22,Bi-Weekly,Winter
2043,1419,378,16,1,5,75,4.1,Yes,Yes,No,23,Every 3 Months,Summer
2044,2043,1313,16,1,5,52,4.0,No,No,No,35,Monthly,Spring
2045,3595,1764,16,1,5,87,2.6,No,No,No,29,Quarterly,Summer
2046,18,18,17,1,5,38,4.7,Yes,Yes,Yes,36,Quarterly,Winter
2047,2152,1175,35,1,5,58,2.6,No,No,No,18,Monthly,Fall
2048,677,23,40,1,5,60,2.9,Yes,Yes,Yes,38,Bi-Weekly,Winter
2049,483,430,40,1,5,42,2.5,Yes,Yes,Yes,11,Annually,Winter
2050,2864,1383,40,1,5,56,3.9,No,No,No,18,Monthly,Fall
2051,2469,1466,40,1,5,21,3.7,No,No,No,6,Weekly,Winter
2052,93,78,22,1,5,87,4.4,Yes,Yes,Yes,13,Every 3 Months,Winter
2053,1196,304,22,1,5,95,4.0,Yes,Yes,No,33,Monthly,Winter
2054,3787,1572,31,1,5,47,3.6,No,No,No,22,Weekly,Fall
2055,3143,423,24,1,5,21,4.0,No,No,No,1,Quarterly,Winter
2056,1515,167,41,1,5,90,3.9,Yes,Yes,No,1,Weekly,Winter
2057,954,763,41,1,5,50,3.6,Yes,Yes,Yes,36,Quarterly,Spring
2058,1463,1039,41,1,5,90,4.8,Yes,Yes,No,2,Quarterly,Summer
2059,1835,316,28,1,5,35,4.1,No,No,No,39,Fortnightly,Summer
2060,687,587,28,1,5,35,3.0,Yes,Yes,Yes,33,Fortnightly,Fall
2061,3254,1635,44,1,5,60,3.2,No,No,No,8,Fortnightly,Fall
2062,2029,282,32,1,5,84,3.7,No,No,No,10,Bi-Weekly,Fall
2063,2739,330,32,1,5,81,4.3,No,No,No,39,Every 3 Months,Summer
2064,1030,814,32,1,5,22,3.6,Yes,Yes,Yes,33,Bi-Weekly,Spring
2065,2965,978,32,1,5,25,3.8,No,No,No,13,Fortnightly,Fall
2066,1679,1146,32,1,5,71,4.8,No,No,No,30,Fortnightly,Summer
2067,2202,1371,32,1,5,25,4.9,No,No,No,10,Annually,Spring
2068,3435,1719,32,1,5,72,3.3,No,No,No,6,Fortnightly,Summer
2069,3896,569,42,1,5,28,4.2,No,No,No,32,Weekly,Summer
2070,67,66,39,1,5,94,4.7,Yes,Yes,Yes,3,Every 3 Months,Winter
2071,2198,440,39,1,5,88,3.7,No,No,No,40,Monthly,Summer
2072,1508,442,39,1,5,86,3.7,Yes,Yes,No,7,Annually,Winter
2073,3511,1738,39,1,5,96,4.9,No,No,No,14,Monthly,Fall
2074,996,790,38,1,5,80,3.0,Yes,Yes,Yes,10,Weekly,Spring
2075,1057,826,38,1,5,64,2.9,Yes,Yes,No,42,Fortnightly,Winter
2076,2872,1359,38,1,5,43,2.7,No,No,No,40,Bi-Weekly,Summer
2077,587,514,49,1,5,20,4.9,Yes,Yes,Yes,9,Annually,Winter
2078,3675,1653,48,1,5,65,2.7,No,No,No,41,Fortnightly,Winter
2079,3753,1790,48,1,5,81,4.1,No,No,No,43,Weekly,Winter
2080,119,116,1,2,5,45,4.8,Yes,Yes,Yes,27,Bi-Weekly,Fall
2081,3344,1698,1,2,5,31,3.6,No,No,No,6,Bi-Weekly,Winter
2082,1540,393,12,2,5,55,5.0,Yes,Yes,No,19,Every 3 Months,Spring
2083,1762,1188,12,2,5,95,4.9,No,No,No,24,Weekly,Fall
2084,3370,663,2,2,5,51,3.8,No,No,No,42,Monthly,Winter
2085,1526,356,5,2,5,31,4.6,Yes,Yes,No,22,Fortnightly,Winter
2086,3168,657,5,2,5,78,2.8,No,No,No,9,Bi-Weekly,Fall
2087,2735,322,15,2,5,93,2.7,No,No,No,13,Bi-Weekly,Summer
2088,1116,863,15,2,5,58,4.0,Yes,Yes,No,37,Weekly,Fall
2089,3412,1360,15,2,5,56,4.9,No,No,No,45,Weekly,Winter
2090,2326,1418,15,2,5,55,4.4,No,No,No,47,Weekly,Summer
2091,3162,593,3,2,5,77,4.2,No,No,No,43,Monthly,Winter
2092,599,523,19,2,5,66,3.2,Yes,Yes,Yes,30,Every 3 Months,Winter
2093,3758,552,19,2,5,44,4.5,No,No,No,33,Weekly,Fall
2094,2001,1115,19,2,5,27,3.6,No,No,No,25,Bi-Weekly,Winter
2095,3637,1773,19,2,5,38,4.2,No,No,No,36,Weekly,Summer
2096,1521,1069,45,2,5,66,4.4,Yes,Yes,No,39,Quarterly,Summer
2097,1776,1100,45,2,5,47,3.3,No,No,No,12,Bi-Weekly,Spring
2098,3730,637,4,2,5,82,4.7,No,No,No,50,Quarterly,Spring
2099,1767,1190,30,2,5,54,4.3,No,No,No,27,Bi-Weekly,Winter
2100,2837,22,6,2,5,50,5.0,No,No,No,21,Bi-Weekly,Winter
2101,1170,894,6,2,5,94,4.5,Yes,Yes,No,3,Annually,Fall
2102,3239,1680,6,2,5,84,3.4,No,No,No,37,Quarterly,Fall
2103,281,268,7,2,5,69,4.2,Yes,Yes,Yes,21,Bi-Weekly,Fall
2104,3157,438,7,2,5,50,3.1,No,No,No,18,Monthly,Winter
2105,736,624,7,2,5,48,3.6,Yes,Yes,Yes,48,Bi-Weekly,Fall
2106,2299,1409,7,2,5,87,2.9,No,No,No,10,Every 3 Months,Spring
2107,2151,49,27,2,5,40,2.6,No,No,No,12,Weekly,Spring
2108,1713,1162,27,2,5,87,3.8,No,No,No,9,Fortnightly,Fall
2109,3321,1694,27,2,5,44,4.2,No,No,No,45,Every 3 Months,Fall
2110,3507,1737,27,2,5,57,3.7,No,No,No,12,Fortnightly,Winter
2111,2927,29,34,2,5,82,4.8,No,No,No,9,Weekly,Winter
2112,1953,1037,34,2,5,82,4.6,No,No,No,50,Bi-Weekly,Summer
2113,2068,1325,34,2,5,21,3.1,No,No,No,23,Fortnightly,Fall
2114,3869,1589,34,2,5,29,3.3,No,No,No,9,Annually,Winter
2115,3447,1723,8,2,5,55,5.0,No,No,No,20,Weekly,Spring
2116,919,469,18,2,5,42,4.3,Yes,Yes,Yes,11,Fortnightly,Spring
2117,2687,1013,43,2,5,72,3.8,No,No,No,33,Fortnightly,Winter
2118,2005,1152,43,2,5,70,3.2,No,No,No,13,Bi-Weekly,Fall
2119,2976,1625,43,2,5,68,4.5,No,No,No,48,Every 3 Months,Winter
2120,3776,1295,46,2,5,63,2.7,No,No,No,45,Quarterly,Spring
2121,636,485,37,2,5,59,4.3,Yes,Yes,Yes,28,Quarterly,Fall
2122,3292,373,36,2,5,51,2.6,No,No,No,11,Monthly,Fall
2123,10,10,10,2,5,31,4.8,Yes,Yes,Yes,4,Quarterly,Spring
2124,2460,100,10,2,5,36,4.3,No,No,No,14,Weekly,Fall
2125,902,126,10,2,5,68,4.7,Yes,Yes,Yes,34,Monthly,Summer
2126,2393,293,10,2,5,62,2.6,No,No,No,36,Annually,Spring
2127,475,422,11,2,5,76,2.6,Yes,Yes,Yes,15,Quarterly,Summer
2128,676,578,11,2,5,86,2.6,Yes,Yes,Yes,9,Annually,Spring
2129,2458,1455,13,2,5,37,3.6,No,No,No,23,Quarterly,Fall
2130,2485,660,14,2,5,97,4.8,No,No,No,50,Every 3 Months,Summer
2131,3581,905,14,2,5,83,3.2,No,No,No,3,Bi-Weekly,Summer
2132,87,85,23,2,5,41,3.7,Yes,Yes,Yes,47,Bi-Weekly,Spring
2133,2674,499,23,2,5,21,2.6,No,No,No,4,Monthly,Summer
2134,1708,1160,23,2,5,81,4.9,No,No,No,25,Bi-Weekly,Fall
2135,3387,275,50,2,5,62,2.6,No,No,No,36,Quarterly,Fall
2136,3589,396,50,2,5,55,3.5,No,No,No,40,Annually,Spring
2137,1504,1032,50,2,5,30,3.9,Yes,Yes,No,46,Quarterly,Fall
2138,2612,1521,50,2,5,99,4.2,No,No,No,4,Fortnightly,Fall
2139,1199,910,33,2,5,49,3.9,Yes,Yes,No,17,Annually,Summer
2140,3622,1768,33,2,5,32,4.0,No,No,No,5,Fortnightly,Summer
2141,283,16,47,2,5,94,3.0,Yes,Yes,Yes,9,Monthly,Summer
2142,3361,1032,47,2,5,81,3.3,No,No,No,47,Every 3 Months,Spring
2143,3805,952,21,2,5,77,2.7,No,No,No,45,Annually,Fall
2144,3667,233,16,2,5,50,3.0,No,No,No,47,Every 3 Months,Winter
2145,1916,1256,16,2,5,74,4.7,No,No,No,44,Weekly,Fall
2146,3351,679,17,2,5,33,4.9,No,No,No,15,Bi-Weekly,Fall
2147,2548,833,17,2,5,97,3.2,No,No,No,16,Weekly,Summer
2148,1999,786,35,2,5,45,3.4,No,No,No,19,Quarterly,Fall
2149,3202,964,35,2,5,38,2.8,No,No,No,34,Monthly,Fall
2150,1134,872,40,2,5,36,4.1,Yes,Yes,No,29,Weekly,Winter
2151,1005,108,31,2,5,79,4.8,Yes,Yes,Yes,44,Annually,Summer
2152,1737,251,31,2,5,61,2.6,No,No,No,43,Quarterly,Summer
2153,638,311,31,2,5,20,3.4,Yes,Yes,Yes,46,Fortnightly,Winter
2154,2113,1115,31,2,5,68,4.5,No,No,No,7,Fortnightly,Fall
2155,3359,1459,31,2,5,59,3.4,No,No,No,26,Annually,Fall
2156,3835,1550,31,2,5,59,4.1,No,No,No,17,Quarterly,Winter
2157,3240,84,25,2,5,32,2.7,No,No,No,30,Monthly,Fall
2158,491,436,25,2,5,42,4.2,Yes,Yes,Yes,47,Monthly,Winter
2159,2516,905,24,2,5,92,4.2,No,No,No,41,Monthly,Summer
2160,3833,1808,24,2,5,38,4.8,No,No,No,27,Weekly,Winter
2161,654,335,26,2,5,68,3.6,Yes,Yes,Yes,45,Fortnightly,Winter
2162,2087,1333,26,2,5,89,4.7,No,No,No,36,Every 3 Months,Summer
2163,3532,1743,26,2,5,52,4.6,No,No,No,23,Quarterly,Winter
2164,1245,689,28,2,5,76,3.9,Yes,Yes,No,2,Monthly,Summer
2165,1516,1065,28,2,5,93,3.9,Yes,Yes,No,34,Weekly,Fall
2166,2692,704,44,2,5,25,3.3,No,No,No,48,Monthly,Winter
2167,1752,842,32,2,5,40,3.2,No,No,No,34,Annually,Winter
2168,2842,1589,32,2,5,33,3.0,No,No,No,31,Weekly,Winter
2169,660,565,42,2,5,52,3.6,Yes,Yes,Yes,8,Weekly,Spring
2170,3022,570,39,2,5,77,4.5,No,No,No,47,Quarterly,Summer
2171,2924,1343,39,2,5,70,4.2,No,No,No,12,Quarterly,Spring
2172,552,488,38,2,5,78,3.1,Yes,Yes,Yes,27,Bi-Weekly,Fall
2173,3545,1748,49,2,5,55,3.6,No,No,No,42,Every 3 Months,Fall
2174,3877,1817,49,2,5,85,2.6,No,No,No,7,Annually,Fall
2175,123,120,48,2,5,40,4.8,Yes,Yes,Yes,44,Fortnightly,Spring
2176,430,384,48,2,5,94,4.1,Yes,Yes,Yes,21,Fortnightly,Winter
2177,673,575,48,2,5,53,3.3,Yes,Yes,Yes,29,Quarterly,Winter
2178,2604,898,48,2,5,58,2.7,No,No,No,8,Annually,Spring
2179,2514,1483,48,2,5,53,3.5,No,No,No,42,Annually,Winter
2180,1836,1222,1,3,5,75,3.2,No,No,No,45,Quarterly,Fall
2181,1376,355,2,3,5,31,4.1,Yes,Yes,No,8,Annually,Spring
2182,1605,543,2,3,5,92,4.8,Yes,Yes,No,25,Every 3 Months,Summer
2183,856,705,5,3,5,76,3.0,Yes,Yes,Yes,14,Quarterly,Spring
2184,1216,920,5,3,5,20,2.6,Yes,Yes,No,15,Every 3 Months,Winter
2185,1830,931,5,3,5,96,4.9,No,No,No,50,Quarterly,Spring
2186,3427,1686,5,3,5,35,4.8,No,No,No,31,Annually,Fall
2187,333,163,15,3,5,86,2.8,Yes,Yes,Yes,5,Monthly,Winter
2188,290,276,15,3,5,85,4.5,Yes,Yes,Yes,26,Monthly,Fall
2189,1683,656,15,3,5,97,4.9,No,No,No,37,Bi-Weekly,Fall
2190,891,728,15,3,5,51,4.3,Yes,Yes,Yes,47,Monthly,Spring
2191,1195,871,15,3,5,46,3.1,Yes,Yes,No,6,Fortnightly,Winter
2192,36,36,3,3,5,33,4.0,Yes,Yes,Yes,48,Bi-Weekly,Summer
2193,629,543,3,3,5,85,3.7,Yes,Yes,Yes,29,Monthly,Fall
2194,1755,1184,3,3,5,93,3.8,No,No,No,18,Fortnightly,Fall
2195,1961,1275,3,3,5,72,3.3,No,No,No,40,Annually,Summer
2196,574,22,19,3,5,68,3.2,Yes,Yes,Yes,23,Bi-Weekly,Summer
2197,1255,940,19,3,5,56,3.3,Yes,Yes,No,2,Bi-Weekly,Spring
2198,2857,1587,45,3,5,48,3.5,No,No,No,31,Monthly,Winter
2199,2990,1628,4,3,5,20,4.3,No,No,No,6,Weekly,Summer
2200,642,51,30,3,5,78,3.9,Yes,Yes,Yes,23,Every 3 Months,Winter
2201,3867,733,30,3,5,32,3.3,No,No,No,33,Fortnightly,Winter
2202,1194,908,30,3,5,55,5.0,Yes,Yes,No,18,Fortnightly,Fall
2203,2447,1456,30,3,5,65,2.9,No,No,No,7,Monthly,Spring
2204,2054,828,6,3,5,60,4.5,No,No,No,16,Fortnightly,Spring
2205,2679,70,7,3,5,91,3.4,No,No,No,34,Bi-Weekly,Spring
2206,261,249,7,3,5,57,3.2,Yes,Yes,Yes,11,Every 3 Months,Winter
2207,661,315,7,3,5,79,5.0,Yes,Yes,Yes,39,Quarterly,Fall
2208,2236,513,27,3,5,82,4.5,No,No,No,44,Annually,Spring
2209,2332,914,27,3,5,77,4.3,No,No,No,10,Bi-Weekly,Spring
2210,2653,28,34,3,5,20,3.3,No,No,No,46,Monthly,Summer
2211,2553,984,34,3,5,48,3.2,No,No,No,13,Annually,Spring
2212,3031,1080,34,3,5,24,2.6,No,No,No,23,Weekly,Spring
